:nemesis	:info	:start-partition	:majority
1	:invoke	:broadcast	0
:nemesis	:info	:start-partition	[:isolated {"n2" #{"n1" "n4" "n0"}, "n3" #{"n1" "n4" "n0"}, "n1" #{"n2" "n3"}, "n4" #{"n2" "n3"}, "n0" #{"n2" "n3"}}]
1	:ok	:broadcast	0
2	:invoke	:broadcast	1
2	:ok	:broadcast	1
3	:invoke	:read	nil
3	:ok	:read	[]
4	:invoke	:read	nil
4	:ok	:read	[0]
0	:invoke	:broadcast	2
0	:ok	:broadcast	2
0	:invoke	:broadcast	3
0	:ok	:broadcast	3
1	:invoke	:broadcast	4
1	:ok	:broadcast	4
2	:invoke	:broadcast	5
2	:ok	:broadcast	5
3	:invoke	:read	nil
3	:ok	:read	[]
4	:invoke	:read	nil
4	:ok	:read	[2 3 4 0]
0	:invoke	:broadcast	6
0	:ok	:broadcast	6
0	:invoke	:broadcast	7
0	:ok	:broadcast	7
1	:invoke	:broadcast	8
1	:ok	:broadcast	8
2	:invoke	:read	nil
2	:ok	:read	[1 5]
3	:invoke	:read	nil
3	:ok	:read	[]
4	:invoke	:read	nil
4	:ok	:read	[0 2 3 4 6 7 8]
0	:invoke	:broadcast	9
0	:ok	:broadcast	9
0	:invoke	:broadcast	10
0	:ok	:broadcast	10
1	:invoke	:broadcast	11
1	:ok	:broadcast	11
2	:invoke	:read	nil
2	:ok	:read	[5 1]
3	:invoke	:read	nil
3	:ok	:read	[]
4	:invoke	:read	nil
4	:ok	:read	[4 7 9 11 0 2 8 10 3 6]
0	:invoke	:read	nil
0	:ok	:read	[4 8 10 0 3 6 7 9 11 2]
0	:invoke	:broadcast	12
0	:ok	:broadcast	12
1	:invoke	:broadcast	13
1	:ok	:broadcast	13
2	:invoke	:broadcast	14
2	:ok	:broadcast	14
3	:invoke	:read	nil
3	:ok	:read	[]
4	:invoke	:read	nil
4	:ok	:read	[0 2 4 7 9 11 12 3 6 8 10 13]
0	:invoke	:read	nil
0	:ok	:read	[0 4 8 10 13 2 3 6 7 9 11 12]
0	:invoke	:broadcast	15
0	:ok	:broadcast	15
1	:invoke	:broadcast	16
1	:ok	:broadcast	16
2	:invoke	:read	nil
2	:ok	:read	[1 5 14]
3	:invoke	:read	nil
3	:ok	:read	[]
4	:invoke	:broadcast	17
4	:ok	:broadcast	17
0	:invoke	:read	nil
0	:ok	:read	[2 3 6 7 11 13 4 8 15 9 12 16 17 0 10]
0	:invoke	:broadcast	18
1	:invoke	:read	nil
0	:ok	:broadcast	18
1	:ok	:read	[2 15 18 4 8 13 17 6 7 10 11 12 16 0 3 9]
2	:invoke	:read	nil
2	:ok	:read	[14 1 5]
3	:invoke	:broadcast	19
3	:ok	:broadcast	19
4	:invoke	:read	nil
4	:ok	:read	[15 17 10 18 12 6 8 13 16 3 2 4 7 9 11 0]
0	:invoke	:broadcast	20
0	:ok	:broadcast	20
0	:invoke	:broadcast	21
0	:ok	:broadcast	21
1	:invoke	:broadcast	22
1	:ok	:broadcast	22
2	:invoke	:read	nil
2	:ok	:read	[5 14 1]
3	:invoke	:read	nil
3	:ok	:read	[19]
4	:invoke	:read	nil
4	:ok	:read	[2 4 7 9 11 0 15 17 20 10 18 21 12 6 8 13 16 22 3]
0	:invoke	:broadcast	23
0	:ok	:broadcast	23
0	:invoke	:broadcast	24
0	:ok	:broadcast	24
1	:invoke	:broadcast	25
1	:ok	:broadcast	25
2	:invoke	:broadcast	26
2	:ok	:broadcast	26
3	:invoke	:broadcast	27
3	:ok	:broadcast	27
4	:invoke	:broadcast	28
4	:ok	:broadcast	28
0	:invoke	:broadcast	29
0	:ok	:broadcast	29
0	:invoke	:read	nil
0	:ok	:read	[10 20 22 23 25 29 0 3 6 7 11 13 18 28 2 8 15 21 4 12 16 17 24 9]
1	:invoke	:broadcast	30
1	:ok	:broadcast	30
:nemesis	:info	:stop-partition	nil
:nemesis	:info	:stop-partition	:network-healed
3	:invoke	:read	nil
3	:ok	:read	[19 27]
4	:invoke	:read	nil
4	:ok	:read	[11 25 0 2 4 7 9 30 10 15 17 20 23 12 18 21 28 29 22 24 3 6 8 13 16]
0	:invoke	:read	nil
0	:ok	:read	[28 2 3 6 7 11 13 18 4 8 15 21 9 12 16 17 24 30 0 10 20 22 23 25 29]
0	:invoke	:broadcast	31
0	:ok	:broadcast	31
1	:invoke	:read	nil
1	:ok	:read	[0 3 9 11 12 16 2 15 18 20 22 29 30 31 4 8 13 21 23 28 6 7 10 17 24 25]
2	:invoke	:read	nil
2	:ok	:read	[14 26 31 1 5]
3	:invoke	:broadcast	32
3	:ok	:broadcast	32
4	:invoke	:broadcast	33
4	:ok	:broadcast	33
0	:invoke	:read	nil
0	:ok	:read	[4 31 32 24 9 12 16 17 0 22 30 2 7 11 33 8 15 21 29 10 20 23 25 28 3 6 13 18]
0	:invoke	:read	nil
0	:ok	:read	[25 29 10 20 23 18 28 3 6 13 4 31 32 17 24 9 12 16 0 22 30 33 2 7 11 8 15 21]
1	:invoke	:read	nil
1	:ok	:read	[29 15 20 31 13 21 25 7 24 3 22 2 18 23 28 30 32 4 8 17 6 10 11 12 16 33 0 9]
2	:invoke	:broadcast	34
2	:ok	:broadcast	34
3	:invoke	:broadcast	35
3	:ok	:broadcast	35
4	:invoke	:broadcast	36
4	:ok	:broadcast	36
0	:invoke	:broadcast	37
0	:ok	:broadcast	37
0	:invoke	:read	nil
0	:ok	:read	[10 20 23 25 29 34 37 3 6 13 18 28 36 4 31 32 9 12 16 17 24 0 22 30 2 7 11 33 8 15 21 35]
1	:invoke	:read	nil
1	:ok	:read	[6 10 17 0 9 11 12 16 33 15 20 29 35 36 13 21 31 7 24 25 3 2 18 22 34 37 4 8 23 28 30 32]
2	:invoke	:read	nil
2	:ok	:read	[34 35 36 37 5 14 26 32 1 31 33]
3	:invoke	:broadcast	38
3	:ok	:broadcast	38
4	:invoke	:read	nil
4	:ok	:read	[7 9 25 31 38 20 23 30 34 12 18 21 29 32 36 3 6 8 13 24 35 37 0 2 4 11 33 10 15 17 28 16 22]
0	:invoke	:broadcast	39
0	:ok	:broadcast	39
0	:invoke	:broadcast	40
0	:ok	:broadcast	40
1	:invoke	:broadcast	41
1	:ok	:broadcast	41
2	:invoke	:read	nil
2	:ok	:read	[37 40 5 35 41 1 33 32 34 36 14 26 39 31 38]
3	:invoke	:read	nil
3	:ok	:read	[19 27 31 32 33 35 39 41 34 36 37 38 40]
4	:invoke	:read	nil
4	:ok	:read	[39 3 6 8 13 24 32 36 40 0 2 4 11 33 35 37 10 15 17 28 16 22 7 9 25 31 38 41 20 23 30 34 12 18 21 29]
0	:invoke	:broadcast	42
0	:ok	:broadcast	42
0	:invoke	:read	nil
0	:ok	:read	[2 7 11 33 38 42 8 15 21 35 37 10 20 23 25 29 34 39 40 3 6 13 18 28 36 4 31 32 9 12 16 17 24 0 22 30 41]
1	:invoke	:read	nil
1	:ok	:read	[37 2 18 22 34 30 32 39 4 8 23 28 6 10 17 40 16 33 38 0 9 11 12 36 15 20 29 35 13 21 31 41 7 24 25 42 3]
2	:invoke	:broadcast	43
2	:ok	:broadcast	43
3	:invoke	:broadcast	44
3	:ok	:broadcast	44
4	:invoke	:read	nil
