0	:invoke	:read	nil
0	:ok	:read	[]
1	:invoke	:read	nil
1	:ok	:read	[]
2	:invoke	:broadcast	0
2	:ok	:broadcast	0
3	:invoke	:read	nil
3	:ok	:read	[]
4	:invoke	:read	nil
4	:ok	:read	[0]
0	:invoke	:broadcast	1
0	:ok	:broadcast	1
0	:invoke	:read	nil
0	:ok	:read	[0 1]
1	:invoke	:broadcast	2
1	:ok	:broadcast	2
2	:invoke	:read	nil
2	:ok	:read	[0 1]
3	:invoke	:read	nil
4	:invoke	:read	nil
4	:ok	:read	[1 2 0]
3	:ok	:read	[0 1]
0	:invoke	:broadcast	3
0	:ok	:broadcast	3
0	:invoke	:read	nil
0	:ok	:read	[0 1 2 3]
1	:invoke	:broadcast	4
1	:ok	:broadcast	4
2	:invoke	:broadcast	5
2	:ok	:broadcast	5
3	:invoke	:read	nil
3	:ok	:read	[0 1 2 3 4]
4	:invoke	:read	nil
0	:invoke	:broadcast	6
4	:ok	:read	[0 1 2 3 4]
0	:ok	:broadcast	6
0	:invoke	:read	nil
0	:ok	:read	[1 2 3 4 6 5 0]
1	:invoke	:read	nil
1	:ok	:read	[6 0 1 2 3 4 5]
2	:invoke	:broadcast	7
2	:ok	:broadcast	7
3	:invoke	:read	nil
3	:ok	:read	[0 1 2 3 4 6 5]
4	:invoke	:broadcast	8
4	:ok	:broadcast	8
0	:invoke	:read	nil
0	:ok	:read	[5 7 0 1 2 3 4 6]
0	:invoke	:read	nil
0	:ok	:read	[0 3 4 6 5 7 8 1 2]
1	:invoke	:broadcast	9
1	:ok	:broadcast	9
2	:invoke	:read	nil
3	:invoke	:read	nil
2	:ok	:read	[0 1 5 7 8 2 3 4 6 9]
3	:ok	:read	[9 1 3 4 6 5 7 0 2 8]
4	:invoke	:read	nil
4	:ok	:read	[5 9 1 2 3 4 0 6 7 8]
0	:invoke	:broadcast	10
0	:ok	:broadcast	10
0	:invoke	:read	nil
0	:ok	:read	[1 2 7 8 9 0 3 4 6 5 10]
1	:invoke	:read	nil
1	:ok	:read	[1 3 4 6 7 8 0 2 5 9 10]
2	:invoke	:read	nil
3	:invoke	:broadcast	11
3	:ok	:broadcast	11
2	:ok	:read	[4 6 9 2 3 5 7 8 0 1]
4	:invoke	:broadcast	12
0	:invoke	:broadcast	13
0	:ok	:broadcast	13
4	:ok	:broadcast	12
0	:invoke	:read	nil
0	:ok	:read	[1 2 11 7 8 9 0 3 4 6 5 10 13]
1	:invoke	:broadcast	14
1	:ok	:broadcast	14
2	:invoke	:read	nil
2	:ok	:read	[0 14 3 6 13 1 5 7 8 12 2 4 9 10 11]
3	:invoke	:read	nil
3	:ok	:read	[1 4 6 7 12 0 3 5 9 11 13 2 8 10 14]
4	:invoke	:broadcast	15
4	:ok	:broadcast	15
0	:invoke	:broadcast	16
0	:ok	:broadcast	16
0	:invoke	:read	nil
0	:ok	:read	[1 2 11 12 16 3 4 7 8 9 10 14 15 0 6 5 13]
1	:invoke	:broadcast	17
1	:ok	:broadcast	17
2	:invoke	:broadcast	18
2	:ok	:broadcast	18
3	:invoke	:read	nil
3	:ok	:read	[16 2 8 10 14 12 15 1 4 6 7 0 17 13 3 5 9 11]
4	:invoke	:broadcast	19
4	:ok	:broadcast	19
0	:invoke	:broadcast	20
0	:ok	:broadcast	20
0	:invoke	:broadcast	21
0	:ok	:broadcast	21
1	:invoke	:broadcast	22
1	:ok	:broadcast	22
2	:invoke	:read	nil
2	:ok	:read	[14 17 21 0 6 18 3 5 7 8 12 13 15 16 1 20 19 4 9 10 11 2]
3	:invoke	:read	nil
3	:ok	:read	[0 17 21 3 5 9 11 13 18 20 2 8 10 14 16 19 22 1 4 6 7 12 15]
4	:invoke	:read	nil
4	:ok	:read	[6 7 14 17 20 2 3 12 11 16 21 0 8 10 13 18 1 4 5 9 15 19 22]
0	:invoke	:read	nil
0	:ok	:read	[14 15 19 13 0 6 5 12 17 21 1 2 11 8 9 10 16 18 3 4 7 20 22]
0	:invoke	:broadcast	23
0	:ok	:broadcast	23
1	:invoke	:broadcast	24
1	:ok	:broadcast	24
2	:invoke	:read	nil
